FRAME DPS 475  LEITCH;DPS 475;BG475A0048;4156;;ALMOX-A3;10/08/2023;ALM A4 12/09/2021(INVT 08/2023);;
ROUTING MRS-32HS GEFEI;MRS-32HS;BK13020579;0747;PREDIO 197;VILA MATILDE;01/02/2023;SAIU VILA MATILDE 01/02/2023 (KADUOKA);;
PATCH AUDIO PPB3-14MKINS  ADC;PPB3-14MKINS;221762056;8101;RIOT;ALMOX;30/01/2023;ALM A4 30/01/2023 (V. RIOT);30/01/2023;VEIO RIOT
PATCH AUDIO PPB3-14MKINS  ADC;PPB3-14MKINS;SEM SERIAL;8102;RIOT;ALMOX;30/01/2023;ALM A4 30/01/2023 (V. RIOT);30/01/2023;VEIO RIOT
DECODER RD-60 ADTEC;RD-60;201232029;7947;MCR 366;CASA.58;27/01/2023;INSTALADO C.58 27/01/2023 (CASSIO);12/01/2023;VEIO F&F WORK
MULTIVIWER DMON-16SL DECIMATOR;DMON-16SL;MPA01074;1340;PREDIO 197;ALMOX;27/01/2023;ALM C2 27/01/2023 (V.PREDIO 197) PEDRO;;
FRAME X50 HARRIS;X50;LHTI2112124365;8073;RIOT;PREDIO 197;26/01/2023;SAIU PREDIO 197 26/01/2023 (MANOEL) V.RIOT);;
FRAME X50 HARRIS;X50;LHTI2112124295;8075;RIOT;PREDIO 197;26/01/2023;SAIU PREDIO 197 26/01/2023 (MANOEL) V.RIOT);;
FRAME X50 HARRIS;X50;LHTI2112124361;8074;RIOT;ALMOX;26/01/2023;SAIU PREDIO 197 26/01/2023 (MANOEL) V.RIOT);;
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;8078;NOVO;PREDIO 197;25/01/2023;INSTALADO PREDIO 197 25/01/2023;25/01/2023;25/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;8079;NOVO;PREDIO 197;25/01/2023;INSTALADO PREDIO 197 25/01/2023;25/01/2023;25/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;8080;NOVO;PREDIO 197;25/01/2023;INSTALADO PREDIO 197 25/01/2023;25/01/2023;25/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;8081;NOVO;PREDIO 197;25/01/2023;INSTALADO PREDIO 197 25/01/2023;25/01/2023;25/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;8082;NOVO;PREDIO 197;25/01/2023;INSTALADO PREDIO 197 25/01/2023;25/01/2023;25/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;8083;NOVO;PREDIO 197;25/01/2023;INSTALADO PREDIO 197 25/01/2023;25/01/2023;25/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;8084;NOVO;PREDIO 197;25/01/2023;INSTALADO PREDIO 197 25/01/2023;25/01/2023;25/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;8085;NOVO;PREDIO 197;25/01/2023;INSTALADO PREDIO 197 25/01/2023;25/01/2023;25/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;8086;NOVO;PREDIO 197;25/01/2023;INSTALADO PREDIO 197 25/01/2023;25/01/2023;25/01/2023 (AGUARDANDO NOTA)
BISS SCRAMB TS9010 TEC SYS;TS9010;TSSN00344;7906;COSME VELHO;ALMOX-A2;07/08/2023;ALM B2 23/01/2023 (RETORNOU COSME VELHO (INVT 08/2023);;RETORNOU COSME VELHO
CABO FIBRA 08 VIAS 300M;FIBRA 300M 8VIAS;SEM SERIAL;8057;ALMOX;CASA.17;23/01/2023;SAIU C.17 23/01/2023 (MOFO);23/01/2023;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;1783239;8059;CASA.45;CASA.45;23/01/2023;INSTALADO C.45 23/01/2023 P.GONÇALVES);;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;1720028;8060;CASA.45;CASA.45;23/01/2023;INSTALADO C.45 23/01/2023 P.GONÇALVES);;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;1820655;8061;CASA.45;CASA.45;23/01/2023;INSTALADO C.45 23/01/2023 P.GONÇALVES);;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;1758974;8062;CASA.45;CASA.45;23/01/2023;INSTALADO C.45 23/01/2023 P.GONÇALVES);;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;3751988;8063;CASA.45;CASA.45;23/01/2023;INSTALADO C.45 23/01/2023 P.GONÇALVES);;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;1783900;8064;CASA.45;CASA.45;23/01/2023;INSTALADO C.45 23/01/2023 P.GONÇALVES);;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;1820824;8065;CASA.45;CASA.45;23/01/2023;INSTALADO C.45 23/01/2023 P.GONÇALVES);;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;1821045;8066;CASA.45;CASA.45;23/01/2023;INSTALADO C.45 23/01/2023 P.GONÇALVES);;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;1783742;8067;CASA.45;CASA.45;23/01/2023;INSTALADO C.45 23/01/2023 P.GONÇALVES);;
FRAME X75HD LEITCH;X75HD;LHTI0240239020;7911;COSME VELHO;ALMOX-A3;10/08/2023;ALM A3 23/01/2023 (V. COSME VELHO(INVT 08/2023);;RETORNOU COSME VELHO
MODULADOR M6100 NEWTEC;M6100;200002023;4088;MCR;CASA.38;23/01/2023;SAIU C.38 23/01/2023 (DANIEL LINK);12/01/2023;NÃO CONST. SIST (V.MCR CASSIO)
UPCONVERTER U-9693-1 MITEQ;U-9693-1;720374;8058;F&F;ALMOX-A3;10/08/2023;ALM A2 23/01/2023  (V.F&F WORK)(INVT 08/2023);23/01/2023;VEIO F&F WORK
HPA XTRS-200C XICOM TECHNOLOGY;XTRS-200C;14505;8054;LABORATÓRIO;MCR;20/01/2023;SAIU MCR 20/01/2023 (CASSIO);20/01/2023;VERIFICAR SR CORRETO 14505A OU 14505
HPA VZC6964A4 CPI;VZC6964A4;B12748F0;7646;BETA MANUTENÇÃO;CASA.61;19/01/2023;SAIU C.61 19/01/2023 (CASSIO);26/12/2022;VEIO F&F WORK
DEMODULADOR NS2000 NOVELSAT;NS2000;00295;7310;MCR;DEFEITO CONT.02;18/01/2023;DEFEITO CONT.02 18/01/2023 (V.MCR);;
MONITOR DUO S.V BLACK MAGIC;DUO S.V;1756177;4852;CASA.03;VILA MATILDE;18/01/2023;SAIU V.MATILDE 18/01/2023 (ANTÔNIO);;
MONITOR DUO S.V BLACK MAGIC;DUO S.V;1732174;4745;LIVE MODE RIO;VILA MATILDE;18/01/2023;SAIU V.MATILDE 18/01/2023 (ANTÔNIO);;
RECEPTOR RX8200 ERICSSON;RX8200;12092;4081;ABELARDO;BETEL MANUTENCAO;17/01/2023;SAIU MANUTENÇÃO BETEL 17/01/2023;10/09/2021 (V.ABERLADO NEG. CHICÃO);
RECEPTOR RX8200 ERICSSON;RX8200;12090;4080;ABELARDO;BETEL MANUTENCAO;17/01/2023;SAIU MANUTENÇÃO BETEL 17/01/2023;10/09/2021 (V.ABERLADO NEG. CHICÃO);
RECEPTOR RX8200 ERICSSON;RX8200;10611;4079;;BETEL MANUTENCAO;17/01/2023;SAIU MANUTENÇÃO BETEL 17/01/2023;17/01/2023;
RECEPTOR RX8200 ERICSSON;RX8200;42604;4978;LABORATORIO;BETEL MANUTENCAO;17/01/2023;SAIU MANUTENÇÃO BETEL 17/01/2023;;
RECEPTOR RX8200 ERICSSON;RX8200;ILEGIVEL;7997;F&F;BETEL MANUTENCAO;17/01/2023;SAIU MANUTENÇÃO BETEL 17/01/2023;17/01/2023;VEIO F&F WORK
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;LAPK142040069;7131;BETEL MANUTENCAO;CASA.46;17/01/2023;SAIU C.46 17/01/2023 (CASSIO);;ALTERADO S/N:LAPK142020123
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PB25001020081;4682;BH ASSEMBLEIA;BETEL MANUTENCAO;17/01/2023;SAIU MANUTENÇÃO BETEL 17/01/2023;;
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PB25001020079;4466;CASA.18;BETEL MANUTENCAO;17/01/2023;SAIU MANUTENÇÃO BETEL 17/01/2023;NA ETIQUETA : S/N:LAPK212450069;
UP CONV.AZIM.NTC/2142 NEWTEC;NTC/2142;40000045;4858;BAND TV;ALMOX-A3;10/08/2023;ALM A3 10/08/2023 (INVT 08/2023);;
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7954;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7955;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7956;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7957;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7958;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7959;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7960;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7961;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7962;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7963;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7964;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
HEADSET HMD-300XQ-2 SENNHEISER;HMD-300XQ-2;XXX;7965;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;13/01/2023 (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7966;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7967;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7968;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7969;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7970;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7971;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7972;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7973;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7974;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7975;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7976;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7977;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7978;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7979;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7980;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7981;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7982;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7983;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7984;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7985;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7986;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7987;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7988;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7989;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7990;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7991;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7992;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7993;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7994;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
CONVERSOR SDI TO HDMI 3G;SDI TO HDMI ;SEM SERIAL;7995;NOVO;PREDIO 197;13/01/2023;INSTALADO PREDIO 197 13/01/2023;13/01/2023;LISTAGEM COM KADUOKA (AGUARDANDO NOTA)
ENCODER EN5990 TANDBERG;EN5990;TB12558;4604;ALMOX;IGREJA MUNDIAL;14/08/2023;SAIU IGREJA MUNDIAL 14/08/2023 (PEDRO/CASSIO/CHITÃO);28/08/2020;
ENCODER EN5990 TANDBERG;EN5990;TB11029;4605;ALMOX;IGREJA MUNDIAL;14/08/2023;SAIU IGREJA MUNDIAL 14/08/2023 (PEDRO/CASSIO/CHITÃO);;
HPA SSPB-C400 ADVANTECH (NEG);SSPB-C400;AMT-B8236;4607;BAND TV;BETA MANUTENÇÃO;12/01/2023;SAIU MANUTENÇÃO BETA 12/01/2023 (WILSON);;
RECEP BE-IRD-5502PH TELAIRITY;BE-IRD-5502PH;PK09001210083;7700;CONTEINER BRANCO;BETEL MANUTENCAO;12/01/2023;SAIU MANUTENÇÃO BETEL 12/01/2023;;
RECEPTOR DCH-5000P PBI;DCH-5000P;ILEGIVEL;4493;F&F;BETEL MANUTENCAO;12/01/2023;SAIU MANUTENÇÃO BETEL 12/01/2023;12/01/2023;VEIO F&F WORK
RECEPTOR UC-IRD+ UPCOM;UC-IRD+;PK26D04120106;4681;BAND TV;CONTEINER BRANCO;12/01/2023;SAIU CONTEINER BRANCO 12/01/2023 (CASSIO);;
HPA SSPBMG-C400-BRE ADVANTECH;SSPBMG-C400-BRE;AMT-C8240;7942;BETEL MANUTENCAO;CASA.46;11/01/2023;SAIU C.46 11/01/2023 (CASSIO);;
HPA XTRS-100X XICOM TECHNOLOGY;XTRS-100X;13200;7941;LABORATÓRIO;ALMOX;11/01/2023;ALM B4 11/01/2023 (V. LABORATORIO CASSIO);;
MONITOR PVM-5041Q SONY;PVM-5041Q;2509190;7152;LABORATORIO;CASA.44;11/01/2023;SAIU C.44 11/01/2023 KLAYTON;11/01/2023;NÃO CONST. SIST
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102115;7925;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102114;7938;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;202117;7931;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102118;7934;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102120;7928;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102122;7939;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102123;7927;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102124;7937;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102125;7932;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102126;7935;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102869;7930;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102871;7929;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102872;7936;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
INTERFACE DE AUDIO  OLYMPIA 3 AEQ;OLYMPIA 3;102873;7926;NOVO;PREDIO 197;10/01/2023;SAIU PREDIO 197 10/01/2023 (AMER);10/01/2023;DI: 23/0046181-0
MONITOR AUDIO E-MON-1 DOLBY WOHLER;E-MON-1 DOLBY;64281;4901;LIVE MODE RIO;CASA.32;10/01/2023;SAIU C.32 10/01/2023 (CASSIO);28/03/2022 - DI-22/0566706-7;
QUAD SPLIT 3G/HD/SD DECIMATOR;3G/HD/SD;DQS00417;7601;CONTEINER BAND;PREDIO 197;09/01/2023;SAIU PREDIO 197 09/01/2023 (PEDRO);;
DECODER DR5000 ATEME;DR5000;1327-00247;8002;LIVE MODE RIO;MCR 366;05/01/2023;SAIU MCR 366 05/01/2023 (CASSIO);;
DECODER DR5000 ATEME;DR5000;1412-00724;7122;LIVE MODE RIO;MCR 366;05/01/2023;SAIU MCR 366 05/01/2023 (CASSIO);;
FONTE AC SMART VIDEO HUB BLACK MAGIC;FSP150-AHAN1;H00000127;7525;LIVE MODE;PREDIO 197;05/01/2023;SAIU PREDIO 197 05/01/2023 (MANOEL);26/12/2022;VEIO F&F WORK
FONTE AC SMART VIDEO HUB BLACK MAGIC;FSP150-AHAN1;H0001231;7523;LIVE MODE;PREDIO 197;05/01/2023;SAIU PREDIO 197 05/01/2023 (MANOEL);26/12/2022;VEIO F&F WORK
HPA XTRS-200C XICOM TECHNOLOGY;XTRS-200C;17604;4389;ALMOX;MCR 366;05/01/2023;SAIU MCR 366 05/01/2023 (CASSIO);08/11/2021(V.SBT RIO- NO SIST.;ALTERADO S/N: 12721
MODULADOR NS1000 NOVELSAT;NS1000;01013 ;7085;ALMOX;MCR 366;05/01/2023;SAIU MCR 366 05/01/2023 (CASSIO);;
SPECTRUM ANALYZER 8594E HP;8594E;1000988798;4195;BAND TV;LABORATORIO;05/01/2023; LABORATORIO 05/01/2023 (V.BAND TV CASSIO);;
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;ILEGIVEL;7918;F&F;CASA.19;04/01/2023;SAIU C.19 04/01/2023 (PEDRO);04/01/2023;VEIO F&F WORK
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;1718303;7917;F&F;CASA.19;04/01/2023;SAIU C.19 04/01/2023 (PEDRO);04/01/2023;VEIO F&F WORK
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;ILEGIVEL;7916;F&F;CASA.19;04/01/2023;SAIU C.19 04/01/2023 (PEDRO);04/01/2023;VEIO F&F WORK
CONVERSOR FIBRA OP BLACK MAGIC;FIBRA OP;ILEGIVEL;7915;F&F;CASA.19;04/01/2023;SAIU C.19 04/01/2023 (PEDRO);04/01/2023;VEIO F&F WORK
DECODER DR8400 ATEME;DR8400;1143-00512;4841;ALMOX;CONTEINER BRANCO;27/07/2023;SAIU CONTEINER BRANCO 04/01/2023 (CASSIO);;
MODULADOR TS9500 V3 TEC SYS;TS9500 V3;AMCAXB00016;4543;CONTEINER BRANCO;MCR 366;04/01/2023;SAIU MCR 366 04/01/2023 (CASSIO);;
MODULADOR TS9500 V5 TEC SYS;TS9500 V5;ALIAXB00013;4357;CONTEINER BRANCO;MCR 366;04/01/2023;SAIU MCR 366 04/01/2023 (CASSIO);;
MONITOR HLM-1705WR IKEGAMI;HLM-1705WR;00293E;4653;MCR;RIOT;04/01/2023;SAIU RIOT 04/01/2023 (CASSIO);CONTRATO ACIOLY 04/09/2020;
TS MUX SWIT TS9600-S  TEC SYS;TS9600-S;AIDO00029;4568;LABORATORIO;ALMOX-A2;07/08/2023;ALM A2 04/01/2023 (V.LABORATORIO CASSIO) (INVT 08/2023);;
NOBREAK 9PX6KI EATON;9PX6KI;G203M05017;7428;LIVE MODE RIO;PREDIO 197;03/01/2023;SAIU PREDIO 197 03/01/2023 (NALDO/LUCIANO);01/12/2021 NF: 2011611 - INGRAM;
NOBREAK 9PX6KI EATON;9PX6KI;G203M05019;7429;LIVE MODE RIO;PREDIO 197;03/01/2023;SAIU PREDIO 197 03/01/2023 (NALDO/LUCIANO);01/12/2021 NF: 2011611 - INGRAM;
ENCODER EN5990 TANDBERG;EN5990;TB12442;4632;BAND TV;ALMOX-A4;17/08/2023;ALM A4 29/12/2022 (V.BAND TV CASSIO);;
ENCODER EN5990 TANDBERG;EN5990;TB16132;4635;BAND TV;ALMOX-A4;17/08/2023;ALM A4 29/12/2022 (V.BAND TV CASSIO);;
